rank,term,n_tokens,freq
1,"string theory",2,181
2,"two dimensional",2,128
3,"standard model",2,116
4,"two dimensions",2,109
5,"field theory",2,105
6,"gauge theory",2,80
7,"matrix model",2,76
8,"gauge theories",2,66
9,"quantum gravity",2,64
10,"low energy",2,63
11,"chern simons",2,59
12,"non perturbative",2,58
13,"continuum limit",2,56
14,"phase space",2,55
15,"partition function",2,54
16,"finite temperature",2,54
17,"effective action",2,51
18,"black holes",2,50
19,"yang mills",2,47
20,"matter fields",2,46
21,"two loop",2,46
22,"space time",2,46
23,"2d gravity",2,45
24,"quark mass",2,45
25,"correlation functions",2,44
26,"cosmological constant",2,43
27,"leading order",2,41
28,"general relativity",2,40
29,"quantum group",2,39
30,"ground state",2,39
31,"perturbation theory",2,39
32,"classical solutions",2,38
33,"central charge",2,38
34,"ising model",2,38
35,"spontaneously broken",2,38
36,"chiral fermions",2,38
37,"phase transition",2,38
38,"quantum field",2,37
39,"lattice qcd",2,37
40,"non trivial",2,35
41,"path integral",2,35
42,"vertex operators",2,34
43,"general class",2,34
44,"effective potential",2,34
45,"large scale",2,34
46,"coupling constant",2,33
47,"target space",2,33
48,"chiral symmetry",2,33
49,"order parameter",2,33
50,"new approach",2,33
51,"radiative corrections",2,33
52,"lie algebras",2,32
53,"four dimensions",2,32
54,"coset models",2,32
55,"sigma model",2,32
56,"parameter space",2,32
57,"gauge fields",2,32
58,"first order phase transition",4,32
59,"exact solutions",2,31
60,"scalar field",2,31
61,"non abelian",2,31
62,"minimal models",2,31
63,"exact solution",2,31
64,"zero temperature",2,31
65,"high temperature",2,31
66,"discrete states",2,30
67,"self dual",2,30
68,"special case",2,30
69,"moduli space",2,29
70,"gravity coupled",2,29
71,"scattering amplitudes",2,29
72,"boundary conditions",2,29
73,"conformal field theory",3,29
74,"kp hierarchy",2,29
75,"non linear",2,29
76,"high energy",2,29
77,"renormalization group",2,29
78,"symmetry breaking",2,29
79,"topological field",2,28
80,"first order",2,28
81,"bound states",2,28
82,"numerical simulations",2,28
83,"cosmic strings",2,27
84,"integrable systems",2,27
85,"wave functions",2,27
86,"matrix models",2,27
87,"light cone",2,27
88,"infinite dimensional",2,27
89,"form factors",2,27
90,"monte carlo",2,27
91,"higgs mass",2,27
92,"partition functions",2,26
93,"new class",2,26
94,"three dimensions",2,26
95,"world sheet",2,26
96,"ground states",2,25
97,"quantum field theory",3,25
98,"loop order",2,25
99,"free energy",2,25
100,"invariant under",2,25
101,"quantum mechanics",2,25
102,"non zero",2,25
103,"yukawa couplings",2,25
104,"experimental data",2,25
105,"three dimensional",2,24
106,"time dependent",2,24
107,"fixed point",2,24
108,"higher order",2,24
109,"strong coupling",2,24
110,"mass term",2,24
111,"coupling constants",2,24
112,"field theories",2,23
113,"quantum level",2,23
114,"arbitrary number",2,23
115,"integrable models",2,23
116,"brst cohomology",2,23
