rank,term,n_tokens,freq
210,"new algorithm",2,88
211,"distribution functions",2,88
212,"total number",2,88
213,"dynamical evolution",2,87
214,"ray luminosity",2,87
215,"infinite number",2,86
216,"specific heat",2,86
217,"ray emission",2,86
218,"meson decays",2,86
219,"high accuracy",2,85
220,"short range",2,85
221,"complex structure",2,85
222,"external magnetic field",3,85
223,"density fluctuations",2,85
224,"structure functions",2,85
225,"dynamics simulations",2,85
226,"non interacting",2,84
227,"self similar",2,84
228,"critical behavior",2,84
229,"green function",2,83
230,"steady state",2,83
231,"strong magnetic field",3,83
232,"magnetic field theory",3,83
233,"cosmological parameters",2,83
234,"branching ratio",2,83
235,"quantum information",2,82
236,"evolution equations",2,82
237,"boundary condition",2,82
238,"numerical methods",2,82
239,"field theories",2,82
240,"chern simons",2,82
241,"double well",2,81
242,"mass spectra",2,81
243,"loop level",2,81
244,"gauge fields",2,81
245,"current density",2,80
246,"integrable systems",2,80
247,"coulomb potential",2,80
248,"spin dynamics",2,80
249,"ising model",2,79
250,"finite temperatures",2,79
251,"strongly coupled",2,79
252,"dispersion relation",2,79
253,"radiation field",2,79
254,"lattice calculations",2,78
255,"matter fields",2,77
256,"spiral galaxies",2,77
257,"massive star",2,77
258,"quark mass",2,77
259,"point like",2,77
260,"thermodynamic limit",2,76
261,"emission line",2,76
262,"optical spectroscopy",2,76
263,"radio source",2,76
264,"non relativistic",2,76
265,"non abelian",2,76
266,"particle physics",2,75
267,"weak coupling",2,75
268,"normal state",2,75
269,"three dimensions",2,75
270,"data suggest",2,75
271,"effective lagrangian",2,75
272,"heavy ion collisions",3,75
273,"single crystals",2,75
274,"high sensitivity",2,74
275,"near threshold",2,74
276,"upper bound",2,74
277,"excited states",2,74
278,"chemical potential",2,74
279,"total energy",2,74
280,"ray spectra",2,74
281,"quantum groups",2,74
282,"explicit form",2,74
283,"quantum corrections",2,74
284,"sky survey",2,74
285,"upper limit",2,74
286,"disk galaxies",2,74
287,"nearby galaxies",2,74
288,"single mode",2,73
289,"charged particles",2,73
290,"localized states",2,73
291,"feynman diagrams",2,73
292,"momentum space",2,73
293,"moduli spaces",2,73
294,"spatial distribution",2,73
295,"lower limit",2,73
296,"radiative corrections",2,73
297,"static potential",2,72
298,"extra dimensions",2,72
299,"transfer matrix",2,71
300,"thin films",2,71
301,"charge density",2,71
302,"energy distribution",2,71
303,"light cone",2,71
304,"spontaneously broken",2,71
305,"neutron stars",2,71
306,"existing data",2,71
307,"light quark",2,71
308,"light ratio",2,70
309,"theoretical description",2,70
310,"low energies",2,70
311,"mixed states",2,69
312,"quantum computation",2,69
313,"high frequency",2,69
314,"two approaches",2,69
315,"low surface",2,69
316,"central source",2,69
317,"irreducible representations",2,69
318,"spectroscopic observations",2,69
319,"binary systems",2,69
320,"non thermal",2,69
321,"theoretical calculations",2,69
322,"infinite dimensional",2,69
323,"linear collider",2,69
324,"photometric data",2,69
325,"sum rules",2,68
326,"structure factor",2,68
327,"electron scattering",2,68
328,"hubbard model",2,68
329,"real time",2,68
330,"luminosity function",2,68
331,"final states",2,68
332,"long distance",2,67
333,"first detection",2,67
334,"scattering amplitude",2,67
335,"domain walls",2,67
336,"higher dimensions",2,67
337,"two body",2,67
338,"left right",2,67
339,"ginzburg landau",2,67
340,"critical density",2,67
341,"quantum numbers",2,67
342,"gravitational lensing",2,67
343,"statistical analysis",2,67
344,"shell model",2,67
345,"integral equation",2,66
346,"general features",2,66
347,"spin polarization",2,66
348,"band structure",2,66
349,"computer simulations",2,66
350,"fixed points",2,66
351,"domain wall",2,66
352,"perturbative expansion",2,66
353,"gauge field",2,66
354,"inner disk",2,66
355,"thermal equilibrium",2,66
356,"superconducting state",2,65
357,"differential equation",2,65
358,"electric charge",2,65
359,"exchange interaction",2,64
360,"elastic scattering",2,64
361,"high statistics",2,64
362,"light curve",2,64
363,"quark gluon",2,64
364,"vector potential",2,63
365,"free particle",2,63
366,"electron system",2,63
367,"main features",2,63
368,"kinetic energy",2,63
369,"general formula",2,63
370,"spin correlations",2,63
371,"time scales",2,63
372,"wide field",2,63
373,"massive stars",2,63
374,"complete sample",2,63
375,"structure formation",2,63
376,"pair production",2,63
377,"velocity fields",2,62
378,"first principles",2,62
379,"random phase",2,62
380,"topological properties",2,62
381,"mass ratios",2,62
382,"consistent description",2,62
383,"direct measurement",2,62
384,"inelastic scattering",2,62
385,"loop corrections",2,62
386,"two classes",2,62
387,"moduli space",2,62
388,"observational data",2,62
389,"second part",2,62
390,"stellar evolution",2,62
391,"configuration space",2,62
392,"decay rates",2,62
393,"production cross section",3,62
394,"nuclear matter",2,62
395,"ion collisions",2,62
396,"dirac equation",2,61
397,"spin chain",2,61
398,"scaling properties",2,61
399,"range interactions",2,61
400,"asymptotic behavior",2,61
401,"value problem",2,61
402,"time dependence",2,61
403,"complex plane",2,60
404,"coherent state",2,60
405,"small angle",2,60
406,"metal insulator",2,60
407,"local group",2,60
408,"charged particle",2,60
409,"self dual",2,60
410,"confidence level",2,60
411,"central region",2,60
412,"main sequence",2,60
413,"radial velocity",2,60
414,"initial states",2,59
415,"transport through",2,59
416,"superconducting phase",2,59
417,"scaling behavior",2,59
418,"magnetic moments",2,59
419,"quantum dot",2,59
420,"gravitational waves",2,59
421,"redshift survey",2,59
422,"gravitational wave",2,59
423,"solar masses",2,59
424,"particle production",2,59
425,"gauge boson",2,59
426,"electric field",2,58
427,"path integral",2,58
428,"neutron scattering",2,58
429,"non singular",2,58
430,"flat space",2,58
431,"explicit expressions",2,58
432,"zero modes",2,58
433,"cold dark matter",3,58
434,"decay modes",2,58
435,"superconducting gap",2,57
436,"collective excitations",2,57
437,"long term",2,57
438,"exchange interactions",2,57
439,"velocity field",2,57
440,"gauge coupling",2,57
441,"chiral limit",2,57
442,"coupling constants",2,57
443,"bar nu",2,57
444,"solar neutrino oscillations",3,57
445,"necessary condition",2,56
446,"relativistic quantum",2,56
447,"non universal",2,56
448,"bethe ansatz",2,56
449,"periodic potential",2,56
450,"large angle",2,56
451,"electron systems",2,56
452,"scale structure",2,56
453,"ads space",2,56
454,"planck scale",2,56
455,"active galaxies",2,56
456,"velocity dispersion",2,56
457,"burst grb",2,56
458,"non degenerate",2,56
459,"neutrino mass",2,56
460,"supersymmetry breaking",2,56
461,"mass difference",2,56
462,"canonical quantization",2,55
463,"momentum distribution",2,55
464,"random matrix",2,55
465,"exact diagonalization",2,55
466,"interaction strength",2,55
467,"mode coupling",2,55
468,"phase shifts",2,55
469,"stellar population",2,55
470,"asca data",2,55
471,"optical depth",2,55
472,"tev range",2,55
473,"physical conditions",2,55
474,"phase difference",2,54
475,"gravitational interaction",2,54
476,"thermodynamic properties",2,54
477,"disordered systems",2,54
478,"numerical simulation",2,54
479,"plane wave",2,54
480,"excitation spectrum",2,54
481,"non compact",2,54
482,"higher dimensional",2,54
483,"galactic bulge",2,54
484,"expectation values",2,54
485,"sufficient conditions",2,54
486,"spectral functions",2,54
487,"transverse momentum",2,54
488,"kaluza klein",2,54
489,"pb collisions",2,54
490,"physical quantities",2,53
491,"gauge bosons",2,53
492,"heisenberg model",2,53
493,"universality class",2,53
494,"special attention",2,53
495,"beta function",2,53
496,"surface density",2,53
497,"arbitrary dimension",2,53
498,"off shell",2,53
499,"galaxy ngc",2,53
500,"kev band",2,53
501,"compact objects",2,53
502,"local universe",2,53
503,"periodic orbits",2,53
504,"initial data",2,53
505,"fundamental group",2,53
506,"integrated luminosity",2,53
507,"half filling",2,53
508,"proper time",2,52
509,"wave superconductors",2,52
510,"josephson junctions",2,52
511,"infinite set",2,52
512,"fermion mass",2,52
513,"differential equations",2,52
514,"gamma rays",2,52
515,"interstellar medium",2,52
516,"dust emission",2,52
517,"galactic plane",2,52
518,"quark matter",2,52
519,"three body",2,52
520,"stationary state",2,51
521,"critical behaviour",2,51
522,"thermal fluctuations",2,51
523,"spin fluctuations",2,51
524,"stress tensor",2,51
525,"model predicts",2,51
526,"density profile",2,51
527,"hartree fock",2,51
528,"vertex operators",2,51
529,"problems related",2,51
530,"global symmetry",2,51
531,"large scale structure",3,51
532,"red giant",2,51
533,"globular cluster",2,51
534,"short distance",2,51
535,"mixing parameters",2,51
536,"jet production",2,51
537,"yukawa couplings",2,51
538,"stochastic process",2,51
539,"fermi surface",2,51
540,"monte carlo simulation",3,51
541,"topological defects",2,50
542,"electromagnetic fields",2,50
543,"two loops",2,50
544,"simple expression",2,50
545,"weakly coupled",2,50
546,"metal insulator transition",3,50
547,"square root",2,50
548,"green functions",2,50
549,"invariant mass",2,50
550,"non vanishing",2,50
551,"lattice gauge theory",3,50
552,"pion nucleon",2,50
553,"parton distributions",2,50
554,"lowest order",2,50
555,"master equation",2,49
556,"maxwell equations",2,49
557,"toy model",2,49
558,"explicit construction",2,49
559,"semi classical",2,49
560,"global properties",2,49
561,"non minimal",2,49
562,"gauge group",2,49
563,"minimally coupled",2,49
564,"companion star",2,49
565,"cosmic ray",2,49
566,"high velocity",2,49
567,"fourier transform",2,49
568,"rest frame",2,49
569,"thermal emission",2,49
570,"high energies",2,49
571,"asymptotic behaviour",2,49
572,"large enough",2,49
573,"vector mesons",2,49
574,"scale dependence",2,49
575,"central charge",2,49
576,"lower bounds",2,49
577,"strongly interacting",2,48
578,"electron gas",2,48
579,"vortex dynamics",2,48
580,"conformal invariance",2,48
581,"low lying",2,48
582,"imaginary part",2,48
583,"spontaneous symmetry breaking",3,48
584,"zero point",2,48
585,"statistical mechanics",2,48
586,"data sets",2,48
587,"hot gas",2,48
588,"chemical evolution",2,48
589,"galactic center",2,48
590,"central star",2,48
591,"elliptical galaxies",2,48
592,"field theoretical",2,48
593,"baryon number",2,48
594,"chiral symmetry breaking",3,48
595,"proton collisions",2,48
596,"density wave",2,48
597,"soliton solutions",2,48
598,"plane parallel",2,47
599,"spin polarized",2,47
600,"fluid dynamics",2,47
601,"molecular dynamics simulations",3,47
602,"structural properties",2,47
603,"noncommutative geometry",2,47
604,"stellar populations",2,47
605,"molecular gas",2,47
606,"massive particles",2,47
607,"finite volume",2,47
608,"non gaussian",2,47
609,"inverse problem",2,46
610,"current voltage",2,46
611,"glass model",2,46
612,"high temperatures",2,46
613,"full set",2,46
614,"expectation value",2,46
615,"single electron",2,46
616,"flat spacetime",2,46
617,"strongly correlated",2,46
618,"seiberg witten",2,46
619,"high energy spectrum",3,46
620,"near ir",2,46
621,"ccd photometry",2,46
622,"spectral type",2,46
623,"preliminary analysis",2,46
624,"lepton asymmetry",2,46
625,"analytical solution",2,46
626,"large q2",2,46
627,"chiral perturbation theory",3,46
628,"light quark masses",3,46
629,"coulomb interaction",2,46
630,"integrable models",2,46
631,"particle moving",2,45
632,"rest mass",2,45
633,"expanding universe",2,45
634,"equation describing",2,45
635,"correlation length",2,45
636,"electron hole",2,45
637,"conformal symmetry",2,45
638,"supersymmetric standard model",3,45
639,"ray luminous",2,45
640,"strong correlation",2,45
641,"evolutionary models",2,45
642,"radio galaxy",2,45
643,"main theorem",2,45
644,"decay mode",2,45
645,"free parameters",2,45
646,"inverse scattering",2,44
647,"four fermion",2,44
648,"range correlations",2,44
649,"topological invariant",2,44
650,"experimental observation",2,44
651,"flux lines",2,44
652,"cond mat",2,44
653,"tight binding",2,44
654,"high pressure",2,44
655,"super yang mills",3,44
656,"rxte observations",2,44
657,"well correlated",2,44
658,"during inflation",2,44
659,"ray flux",2,44
660,"parity violating",2,44
661,"solar neutrino masses",3,44
662,"qcd corrections",2,44
663,"mass energies",2,44
664,"vacuum state",2,44
665,"briefly reviewed",2,44
666,"zero momentum",2,43
667,"exponentially small",2,43
668,"fermi liquid",2,43
669,"giving rise",2,43
670,"high quality",2,43
671,"riemannian manifold",2,43
672,"near infrared",2,43
673,"molecular clouds",2,43
674,"flux density",2,43
675,"precision measurements",2,43
676,"distant galaxies",2,43
677,"hubble space telescope",3,43
678,"total cross section",3,43
679,"branching ratios",2,43
680,"measurement process",2,43
681,"antiferromagnetic order",2,43
682,"hamiltonian formulation",2,42
683,"lattice gas",2,42
684,"bose einstein condensate",3,42
685,"mixed state",2,42
686,"cross over",2,42
687,"perpendicular magnetic field",3,42
688,"magnetic flux",2,42
689,"lennard jones",2,42
690,"characteristic features",2,42
691,"first generation",2,42
692,"variational principle",2,42
693,"agrees well",2,42
694,"dimensional electron",2,42
695,"numerical solutions",2,42
696,"third order",2,42
697,"hopf algebra",2,42
698,"momentum dependence",2,42
699,"wilson loop",2,42
700,"star clusters",2,42
701,"inflationary models",2,42
702,"surface brightness",2,42
703,"white dwarf",2,42
704,"systematic errors",2,42
705,"spectral analysis",2,42
706,"equilibrium properties",2,42
707,"cern sps",2,42
708,"sum rule",2,42
709,"many particle",2,42
710,"fine tuning",2,42
711,"analysis yields",2,42
712,"relaxation processes",2,41
713,"finite difference",2,41
714,"band gap",2,41
715,"partial wave",2,41
716,"unified models",2,41
717,"effective temperatures",2,41
718,"symmetry axis",2,41
719,"coupling strength",2,41
720,"nu tau",2,41
721,"strongly enhanced",2,41
722,"efficient algorithm",2,41
723,"length scale",2,41
724,"transformation properties",2,41
725,"superconducting phase transition",3,41
726,"density functional",2,41
727,"too large",2,41
728,"gauge field theory",3,41
729,"analytic solution",2,41
730,"individual galaxies",2,41
731,"column density",2,41
732,"redshift range",2,41
733,"redshift surveys",2,41
734,"emission lines",2,41
735,"hst observations",2,41
736,"ii regions",2,41
737,"chaotic systems",2,41
738,"parameter family",2,41
739,"constituent quark",2,41
740,"pion production",2,41
741,"growth rate",2,41
742,"heavy quarks",2,41
743,"ground states",2,41
744,"anomalous couplings",2,41
745,"extended sources",2,41
746,"quantum chaos",2,40
747,"smooth transition",2,40
748,"non diagonal",2,40
749,"mass gap",2,40
750,"spin period",2,40
751,"high temperature dependence",3,40
752,"series expansion",2,40
753,"probability distributions",2,40
754,"parameter alpha",2,40
755,"evolutionary model",2,40
756,"line shape",2,40
757,"large area",2,40
758,"tensor theories",2,40
759,"dark matter halos",3,40
760,"neutrino flux",2,40
761,"group actions",2,40
762,"hierarchy problem",2,40
763,"time series",2,40
764,"decay width",2,40
765,"standard model sm",3,40
766,"phase shift",2,40
767,"special emphasis",2,40
768,"explicit formulae",2,39
769,"nearest neighbor",2,39
770,"relaxation rate",2,39
771,"length scales",2,39
772,"lattice spacing",2,39
773,"dispersion relations",2,39
774,"data points",2,39
775,"momentum tensor",2,39
776,"closed string",2,39
777,"fundamental representation",2,39
778,"euclidean space",2,39
779,"quantum electrodynamics",2,39
780,"ward identities",2,39
781,"lagrangian approach",2,39
782,"quantum correction",2,39
783,"cosmic rays",2,39
784,"mass fraction",2,39
785,"infrared galaxies",2,39
786,"gravitational collapse",2,39
787,"self gravity",2,39
788,"momentum transfer",2,39
789,"virtual photon",2,39
790,"susy models",2,39
791,"neutrino oscillations",2,39
792,"nuclear collisions",2,39
793,"narrow band",2,39
794,"continuous time",2,39
795,"lie group",2,38
796,"sum over",2,38
797,"electron ion",2,38
798,"charge fluctuations",2,38
799,"relaxation time",2,38
800,"random potential",2,38
801,"finite size scaling",3,38
802,"spin susceptibility",2,38
803,"functional form",2,38
804,"solid state",2,38
805,"excitation energy",2,38
806,"exact expressions",2,38
807,"higgs mechanism",2,38
808,"limiting case",2,38
809,"scattering amplitudes",2,38
810,"particle hole",2,38
811,"accretion disc",2,38
812,"interstellar gas",2,38
813,"deep survey",2,38
814,"radiative transfer",2,38
815,"core radius",2,38
816,"radio galaxies",2,38
817,"radio sources",2,38
818,"extended objects",2,38
819,"absorption lines",2,38
820,"obtain information",2,38
821,"body simulations",2,38
822,"tensor product",2,38
823,"alpha beta",2,38
824,"charged current",2,38
825,"nuclear spin",2,38
826,"calabi yau",2,38
827,"matrix element",2,38
828,"critical exponents",2,38
829,"semiclassical approximation",2,38
830,"classical mechanics",2,37
831,"uniform magnetic field",3,37
832,"negative values",2,37
833,"two dimensional ising model",4,37
834,"conduction electrons",2,37
835,"five dimensional",2,37
836,"below tc",2,37
837,"shot noise",2,37
838,"kinetic equation",2,37
839,"simple derivation",2,37
840,"density matrix",2,37
841,"variational approach",2,37
842,"spin glass",2,37
843,"transition occurs",2,37
844,"spectral evolution",2,37
845,"spontaneous breaking",2,37
846,"equivalence principle",2,37
847,"well separated",2,37
848,"open strings",2,37
849,"odd parity",2,37
850,"two point correlation function",4,37
851,"analytic calculation",2,37
852,"time averaged",2,37
853,"gravitational potential",2,37
854,"broad band",2,37
855,"broad range",2,37
856,"flat spectrum",2,37
857,"point source",2,37
858,"relative motion",2,37
859,"solar system",2,37
860,"projective space",2,37
861,"discrete symmetry",2,37
862,"open problem",2,37
863,"internal structure",2,37
864,"rare decays",2,37
865,"qcd vacuum",2,37
866,"pseudoscalar mesons",2,37
867,"higgs boson",2,37
868,"fermi level",2,37
869,"scalar mesons",2,37
870,"brane world",2,37
871,"periodic solutions",2,36
872,"fractal dimension",2,36
873,"spatial correlations",2,36
874,"low energy spectrum",3,36
875,"quasi particle",2,36
876,"gaussian random",2,36
877,"two step",2,36
878,"theoretical studies",2,36
879,"transition amplitudes",2,36
880,"scaling exponents",2,36
881,"stochastic processes",2,36
882,"critical exponent",2,36
883,"functional theory",2,36
884,"angular distribution",2,36
885,"kinetic theory",2,36
886,"yang mills theories",3,36
887,"asymptotic expansion",2,36
888,"operator product expansion",3,36
889,"proper motion",2,36
890,"dust extinction",2,36
891,"stellar systems",2,36
892,"bursts grbs",2,36
893,"optical counterpart",2,36
894,"stat syst",2,36
895,"large numbers",2,36
896,"near infrared galaxies",3,36
897,"next generation",2,36
898,"supernova remnant",2,36
899,"explicit formula",2,36
900,"black hole solutions",3,36
901,"higgs bosons",2,36
902,"fermilab tevatron",2,36
903,"neutral current",2,36
904,"hadron colliders",2,36
905,"initial value",2,36
906,"luttinger liquid",2,36
907,"physical processes",2,36
908,"energy distributions",2,36
909,"binding energy",2,36
910,"deep inelastic",2,36
911,"hydrogen atom",2,35
912,"von neumann",2,35
913,"polynomial time",2,35
914,"wigner function",2,35
915,"special relativity",2,35
916,"random matrix theory",3,35
917,"optical conductivity",2,35
918,"consistent picture",2,35
919,"hall effect",2,35
920,"four point",2,35
921,"liquid gas",2,35
922,"detailed calculations",2,35
923,"complete classification",2,35
924,"fluctuation theorem",2,35
925,"low resolution",2,35
926,"simplest case",2,35
927,"type iib",2,35
928,"supersymmetric yang mills",3,35
929,"world volume",2,35
930,"right handed",2,35
931,"gravitational instability",2,35
932,"relativistic electrons",2,35
933,"globular clusters",2,35
934,"broad emission",2,35
935,"constraints imposed",2,35
936,"gamma ray",2,35
937,"poor stars",2,35
938,"field strength",2,35
939,"self adjoint",2,35
940,"dilaton gravity",2,35
941,"hadron collider",2,35
942,"stability analysis",2,35
943,"parity violation",2,35
944,"minimal supersymmetric standard model",4,35
945,"experimental test",2,35
946,"off diagonal",2,35
947,"qcd calculations",2,35
948,"laser field",2,34
949,"beam polarization",2,34
950,"careful analysis",2,34
951,"schrodinger equation",2,34
952,"unique solution",2,34
953,"real line",2,34
954,"underdoped cuprates",2,34
955,"invariance under",2,34
956,"scattering length",2,34
957,"spin flip",2,34
958,"coulomb interactions",2,34
959,"statistical physics",2,34
960,"path integral approach",3,34
961,"quantum monte carlo",3,34
962,"maximum entropy",2,34
963,"collective motion",2,34
964,"white noise",2,34
965,"fermion systems",2,34
966,"model fits",2,34
967,"charge ordering",2,34
968,"intermediate states",2,34
969,"hard core",2,34
970,"bosonic fields",2,34
971,"world sheet",2,34
972,"bepposax observations",2,34
973,"ray background",2,34
974,"inflationary cosmology",2,34
975,"search algorithm",2,34
976,"internal energy",2,34
977,"compact object",2,34
978,"trace formula",2,34
979,"simply connected",2,34
980,"heterotic string",2,34
981,"non stationary",2,34
982,"mixing matrix",2,34
983,"tan beta",2,34
984,"chiral anomaly",2,34
985,"parton model",2,34
986,"source size",2,34
987,"two species",2,34
988,"double exchange",2,34
989,"cold gas",2,34
990,"quantitative analysis",2,34
991,"mixing angles",2,34
992,"wave packet",2,33
993,"continuous spectrum",2,33
994,"phase space time",3,33
995,"born approximation",2,33
996,"strong enough",2,33
997,"frequency dependent",2,33
998,"quantum hall effect",3,33
999,"small perturbations",2,33
1000,"hydrodynamic model",2,33
1001,"self consistently",2,33
1002,"conservation laws",2,33
1003,"vortex state",2,33
1004,"pattern formation",2,33
1005,"target space",2,33
1006,"cosmic string",2,33
1007,"extra dimension",2,33
1008,"antisymmetric tensor",2,33
1009,"low redshift",2,33
1010,"relativistic jets",2,33
1011,"integral over",2,33
1012,"spectral index",2,33
1013,"delta m2",2,33
1014,"vla observations",2,33
1015,"interacting via",2,33
1016,"hole formation",2,33
1017,"star forming",2,33
1018,"minimal supersymmetric standard model mssm",5,33
1019,"upper bounds",2,33
1020,"boson mass",2,33
1021,"pi pi0",2,33
1022,"full qcd",2,33
1023,"long range interactions",3,33
1024,"carbon nanotubes",2,33
1025,"anderson model",2,33
1026,"high tc",2,33
1027,"differential cross section",3,33
1028,"lepton flavor",2,33
1029,"nonlinear optical",2,32
1030,"left handed",2,32
1031,"relativistic corrections",2,32
1032,"brownian motion",2,32
1033,"analytic continuation",2,32
1034,"decay products",2,32
1035,"strong coupling regime",3,32
1036,"liquid behavior",2,32
1037,"exchange correlation",2,32
1038,"scaling law",2,32
1039,"spin chains",2,32
1040,"quantum wells",2,32
1041,"non uniform",2,32
1042,"gaussian approximation",2,32
1043,"two dimensional electron gas",4,32
1044,"spin density",2,32
1045,"large array",2,32
1046,"strongly dependent",2,32
1047,"string cosmology",2,32
1048,"minimal supergravity",2,32
1049,"critical points",2,32
1050,"loop approximation",2,32
1051,"explicit expression",2,32
1052,"ray sources",2,32
1053,"independent methods",2,32
1054,"energy resolution",2,32
1055,"intermediate mass",2,32
1056,"axial vector",2,32
1057,"host galaxy",2,32
1058,"sigma models",2,32
1059,"gamma ray bursts grbs",4,32
1060,"narrow range",2,32
1061,"central regions",2,32
1062,"flux ratio",2,32
1063,"perfect fluid",2,32
1064,"standard model independent",3,32
1065,"integral approach",2,32
1066,"meson production",2,32
1067,"light nuclei",2,32
1068,"non abelian gauge theory",4,32
1069,"gravitational field theory",3,32
1070,"collective modes",2,32
1071,"universal scaling",2,32
1072,"quantum interference",2,32
1073,"positive definite",2,32
1074,"ordered state",2,32
1075,"optical spectra",2,32
1076,"coupling regime",2,31
1077,"schr odinger equation",3,31
1078,"fokker planck",2,31
1079,"random walks",2,31
1080,"metastable states",2,31
1081,"extended hubbard model",3,31
1082,"statistically significant",2,31
1083,"repulsive interaction",2,31
1084,"electromagnetic radiation",2,31
1085,"density waves",2,31
1086,"wide class",2,31
1087,"coarse grained",2,31
1088,"temperatures below",2,31
