rank,term,n_tokens,freq
1,"standard model",2,524
2,"two dimensional",2,444
3,"low energy",2,396
4,"field theory",2,330
5,"ground state",2,318
6,"first order",2,263
7,"high energy",2,262
8,"phase space",2,235
9,"two dimensions",2,235
10,"gauge theory",2,222
11,"finite temperature",2,220
12,"quantum field",2,219
13,"experimental data",2,214
14,"leading order",2,212
15,"second order",2,209
16,"magnetic field",2,205
17,"perturbation theory",2,201
18,"three dimensional",2,194
19,"numerical simulations",2,192
20,"cross section",2,189
21,"phase transition",2,186
22,"effective potential",2,184
23,"quantum mechanics",2,183
24,"low mass",2,181
25,"cross sections",2,181
26,"space time",2,178
27,"large number",2,173
28,"higher order",2,173
29,"quantum field theory",3,172
30,"three dimensions",2,162
31,"non linear",2,161
32,"string theory",2,156
33,"effective action",2,155
34,"structure function",2,146
35,"non zero",2,146
36,"order parameter",2,142
37,"lattice qcd",2,140
38,"bound states",2,139
39,"new physics",2,138
40,"boundary conditions",2,137
41,"non perturbative",2,136
42,"heavy quark",2,135
43,"power law",2,133
44,"model independent",2,130
45,"gauge fields",2,128
46,"power spectrum",2,128
47,"time evolution",2,126
48,"large scale",2,125
49,"critical point",2,123
50,"matrix elements",2,123
51,"new class",2,120
52,"structure functions",2,120
53,"sigma model",2,119
54,"weak coupling",2,118
55,"energy spectrum",2,118
56,"four dimensional",2,117
57,"general relativity",2,115
58,"phase transitions",2,115
59,"high temperature",2,115
60,"small scale",2,113
61,"self consistent",2,113
62,"two point",2,112
63,"mean field",2,111
64,"quantum gravity",2,110
65,"black hole",2,110
66,"time dependent",2,108
67,"scalar fields",2,108
68,"zero temperature",2,108
69,"moduli space",2,108
70,"renormalization group",2,107
71,"critical behavior",2,107
72,"quantum group",2,106
73,"exact solution",2,105
74,"parameter space",2,103
75,"special case",2,103
76,"free energy",2,103
77,"wave functions",2,102
78,"initial state",2,101
79,"correlation functions",2,101
80,"exact solutions",2,100
81,"cosmological models",2,100
82,"long range",2,100
83,"wave function",2,99
84,"tree level",2,99
85,"pair production",2,98
86,"distribution function",2,98
87,"correlation function",2,98
88,"strong coupling",2,97
89,"functional theory",2,96
90,"chiral symmetry",2,95
91,"radiative corrections",2,95
92,"dark matter",2,95
93,"early universe",2,94
94,"phys rev",2,93
95,"strong interaction",2,93
96,"infinite dimensional",2,92
97,"yang mills",2,92
98,"coupling constant",2,92
99,"galaxy clusters",2,92
100,"left right",2,91
101,"available data",2,90
102,"local density",2,90
103,"perturbative qcd",2,90
104,"matrix models",2,89
105,"gauge theories",2,89
106,"energy dependence",2,89
107,"invariant under",2,86
108,"two component",2,85
109,"partition function",2,85
110,"monte carlo",2,85
111,"theoretical models",2,84
112,"large class",2,84
113,"dynamical systems",2,84
114,"two types",2,83
115,"form factors",2,83
116,"symmetry breaking",2,83
117,"single particle",2,82
118,"classical limit",2,82
119,"continuum limit",2,82
120,"integrable systems",2,81
121,"quark mass",2,81
122,"cp violation",2,81
123,"non trivial",2,80
124,"finite size",2,80
125,"loop corrections",2,77
126,"form factor",2,77
127,"final state",2,77
128,"energy density",2,76
129,"initial conditions",2,76
130,"monte carlo simulations",3,76
131,"star formation",2,76
132,"chiral limit",2,75
133,"spin dependent",2,74
134,"two loop",2,74
135,"spin chain",2,73
136,"gravitational field",2,73
137,"neutron stars",2,73
138,"mass spectrum",2,73
139,"deep inelastic scattering",3,73
140,"general relativistic",2,72
141,"angular momentum",2,72
142,"high resolution",2,72
143,"cosmological constant",2,72
144,"coupling constants",2,72
145,"theoretical predictions",2,72
146,"qcd corrections",2,72
147,"hilbert space",2,71
148,"non relativistic",2,71
149,"short range",2,71
150,"arbitrary number",2,71
151,"spectral properties",2,71
152,"low temperatures",2,69
153,"non local",2,67
154,"fixed point",2,67
155,"black holes",2,67
156,"chern simons theory",3,66
157,"lie algebras",2,66
158,"lowest order",2,66
159,"minimal models",2,66
160,"quark masses",2,66
161,"two approaches",2,65
162,"time scale",2,65
163,"physical states",2,65
164,"loop order",2,65
165,"data set",2,64
166,"existing data",2,64
167,"density fluctuations",2,64
168,"effective hamiltonian",2,63
169,"ising model",2,63
170,"green function",2,63
171,"field equations",2,63
172,"spontaneously broken",2,63
173,"numerical calculations",2,62
174,"einstein equations",2,62
175,"type ii",2,61
176,"temperature dependence",2,61
177,"specific heat",2,61
178,"effective lagrangian",2,61
179,"mass distribution",2,61
180,"square lattice",2,61
181,"distribution functions",2,60
182,"detailed analysis",2,59
183,"quantum mechanical",2,59
184,"optical properties",2,59
185,"statistical properties",2,59
186,"structure formation",2,59
187,"critical exponents",2,59
188,"hadronic collisions",2,59
189,"nuclear matter",2,59
190,"string theories",2,58
191,"experimental values",2,58
192,"non abelian",2,58
193,"feynman diagrams",2,58
194,"evolution equations",2,57
195,"density matrix",2,56
196,"beta function",2,56
197,"gauge invariance",2,56
198,"random matrix",2,56
199,"monte carlo simulation",3,56
200,"quark gluon",2,56
201,"vector fields",2,55
202,"delta function",2,55
203,"dynamical evolution",2,55
204,"evolution equation",2,54
205,"complete set",2,54
206,"spherically symmetric",2,54
207,"fermion masses",2,54
208,"low temperature",2,54
209,"small values",2,54
210,"shell model",2,54
211,"upper bounds",2,53
212,"algebraic structure",2,53
213,"model predicts",2,53
214,"non compact",2,53
215,"bound state",2,53
216,"statistical mechanics",2,53
217,"finite temperatures",2,53
218,"light quark",2,53
219,"coherent states",2,52
220,"off shell",2,52
221,"target space",2,52
222,"quantum fluctuations",2,52
223,"real space",2,52
224,"field theories",2,52
225,"bethe ansatz",2,52
226,"gauge field",2,52
227,"phase diagram",2,52
228,"disk galaxies",2,52
229,"momentum space",2,51
230,"magnetic fields",2,51
231,"field strength",2,51
232,"new technique",2,51
233,"light quarks",2,51
234,"green functions",2,51
235,"chiral lagrangian",2,51
236,"point like",2,51
237,"self energy",2,51
238,"decay rate",2,51
239,"many particle",2,50
240,"nonlinear dynamics",2,50
241,"probability distribution",2,50
242,"final states",2,50
243,"gamma rays",2,50
244,"path integral",2,50
245,"dynamical properties",2,50
246,"differential equations",2,50
247,"disordered systems",2,50
248,"double well",2,50
249,"steady state",2,50
250,"quantum field theories",3,50
251,"supersymmetry breaking",2,50
252,"loop level",2,50
253,"mean field theory",3,50
254,"matter fields",2,50
255,"higgs boson",2,50
256,"magnetic field theory",3,50
257,"upper limit",2,50
258,"heterotic string",2,49
259,"conformal field theory",3,49
260,"explicit construction",2,48
261,"closed form",2,48
262,"kaluza klein",2,48
263,"seiberg witten",2,48
264,"supersymmetric gauge theory",3,48
265,"gauge invariant",2,48
266,"binary system",2,48
267,"critical temperature",2,48
268,"number density",2,48
269,"decay width",2,48
270,"dirac equation",2,47
271,"scattering amplitudes",2,47
272,"fermi surface",2,47
273,"decay rates",2,47
274,"high energies",2,47
275,"redshift survey",2,47
276,"harmonic oscillator",2,46
277,"self similar",2,46
278,"semi classical",2,46
279,"vacuum structure",2,46
280,"quantum numbers",2,46
281,"ginzburg landau",2,46
282,"scattering processes",2,46
283,"new mechanism",2,46
284,"moduli spaces",2,46
285,"gauge transformations",2,45
286,"upper bound",2,45
287,"dynamical symmetry",2,45
288,"two sets",2,45
289,"energy levels",2,45
290,"particle physics",2,45
291,"self dual",2,45
292,"world sheet",2,45
293,"topological defects",2,45
294,"hubbard model",2,45
295,"total energy",2,45
296,"electron interactions",2,45
297,"molecular dynamics",2,45
298,"explicit formula",2,44
299,"lower bound",2,44
300,"thermodynamic limit",2,44
301,"inflationary universe",2,44
302,"parton model",2,44
303,"chemical potential",2,44
304,"exact diagonalization",2,44
305,"wilson action",2,44
306,"half filling",2,44
307,"body simulations",2,44
308,"faint galaxies",2,44
309,"hadron colliders",2,44
310,"group approach",2,43
311,"physical parameters",2,43
312,"non interacting",2,43
313,"physical properties",2,43
314,"four dimensions",2,43
315,"mass generation",2,43
316,"boson mass",2,43
317,"meson masses",2,43
318,"surface density",2,43
319,"non equilibrium",2,43
320,"long distance",2,43
321,"stellar mass",2,43
322,"luminosity function",2,43
323,"chiral perturbation theory",3,43
324,"new family",2,42
325,"differential equation",2,42
326,"weakly coupled",2,42
327,"integral equations",2,42
328,"total number",2,42
329,"spin correlations",2,42
330,"free parameter",2,42
331,"fixed points",2,42
332,"baryon number",2,42
333,"qcd sum rules",3,42
334,"critical value",2,42
335,"dirac operator",2,42
336,"invariant mass",2,42
337,"lattice gauge theory",3,42
338,"chaotic systems",2,42
339,"vector mesons",2,42
340,"parton distributions",2,42
341,"parameter family",2,41
342,"hall effect",2,41
343,"explicit expressions",2,41
344,"systematic errors",2,41
345,"expectation values",2,41
346,"external fields",2,41
347,"flat space",2,41
348,"schwinger model",2,41
349,"domain walls",2,41
350,"large distance",2,41
351,"branching ratio",2,41
352,"mass formula",2,40
353,"complex plane",2,40
354,"dispersion relation",2,40
355,"transverse momentum",2,40
356,"long time",2,40
357,"classical level",2,40
358,"two classes",2,40
359,"dilaton gravity",2,40
360,"higgs bosons",2,40
361,"ray emission",2,40
362,"lattice gas",2,39
363,"state interactions",2,39
364,"least two",2,39
365,"special attention",2,39
366,"quantum corrections",2,39
367,"global symmetry",2,39
368,"perturbative calculations",2,39
369,"strong magnetic field",3,39
370,"random potential",2,39
371,"scaling behavior",2,39
372,"quenched approximation",2,39
373,"basis set",2,38
374,"general features",2,38
375,"time scales",2,38
376,"virtual photon",2,38
377,"excited states",2,38
378,"perturbative expansion",2,38
379,"vertex operators",2,38
380,"particle production",2,38
381,"high redshift",2,38
382,"ray luminosity",2,38
383,"velocity field",2,38
384,"charged particles",2,37
385,"kinetic energy",2,37
386,"theoretical calculations",2,37
387,"scaling limit",2,37
388,"universality class",2,37
389,"gravitational wave",2,37
390,"topological properties",2,37
391,"spin wave",2,37
392,"metric tensor",2,37
393,"two body",2,37
394,"non universal",2,37
395,"accretion disk",2,37
396,"neutron scattering",2,37
397,"galaxy population",2,37
398,"galaxy formation",2,37
399,"coulomb interaction",2,37
400,"large enough",2,36
401,"physical interpretation",2,36
402,"higher dimensional",2,36
403,"differential operators",2,36
404,"anomalous dimension",2,36
405,"ward identities",2,36
406,"renormalization group approach",3,36
407,"precision measurements",2,36
408,"spiral galaxies",2,36
409,"fermilab tevatron",2,36
410,"schr odinger equation",3,35
411,"lower limit",2,35
412,"imaginary part",2,35
413,"lie group",2,35
414,"negative energy",2,35
415,"second part",2,35
416,"fundamental group",2,35
417,"noncommutative geometry",2,35
418,"antisymmetric tensor",2,35
419,"momentum transfer",2,35
420,"strongly coupled",2,35
421,"higher dimensions",2,35
422,"central charge",2,35
423,"value problem",2,35
424,"non linear sigma model",4,35
425,"matrix element",2,35
426,"yukawa couplings",2,35
427,"low energies",2,35
428,"standard model sm",3,35
429,"proton decay",2,35
430,"first principles",2,35
431,"light ratio",2,35
432,"elliptical galaxies",2,35
433,"ray spectra",2,35
434,"cold dark matter",3,35
435,"integrated luminosity",2,35
436,"meson decays",2,35
437,"pseudoscalar mesons",2,35
438,"potential barrier",2,34
439,"discrete symmetry",2,34
440,"massive particles",2,34
441,"operator formalism",2,34
442,"beta functions",2,34
443,"electronic states",2,34
444,"planck scale",2,34
445,"infinite number",2,34
446,"finite volume",2,34
447,"electric field",2,34
448,"world volume",2,34
449,"non vanishing",2,34
450,"brane solutions",2,34
451,"scattering amplitude",2,34
452,"sum rules",2,34
453,"fine structure",2,34
454,"critical behaviour",2,34
455,"microlensing events",2,34
456,"interstellar medium",2,34
457,"galactic halo",2,34
458,"bar nu",2,34
459,"transport properties",2,34
460,"electronic structure",2,34
461,"near threshold",2,34
462,"tan beta",2,34
463,"nucleon interaction",2,34
464,"sufficient conditions",2,33
465,"electric charge",2,33
466,"phase shifts",2,33
467,"canonical quantization",2,33
468,"gravitational potential",2,33
469,"lie algebra",2,33
470,"dimensional representations",2,33
471,"gaussian distribution",2,33
472,"time dependence",2,33
473,"exactly solvable",2,33
474,"integrable models",2,33
475,"density perturbations",2,33
476,"composite fermions",2,33
477,"total mass",2,33
478,"supersymmetric standard model",3,33
479,"higher energies",2,33
480,"correlation length",2,33
481,"radio source",2,33
482,"emission line",2,33
483,"mass ratio",2,33
484,"neutron star",2,33
485,"hst observations",2,33
486,"inner disk",2,33
487,"neutrino oscillations",2,33
488,"decay modes",2,33
489,"nucleon scattering",2,33
490,"jet production",2,33
491,"minimal supersymmetric standard model",4,33
492,"path integral approach",3,32
493,"momentum distributions",2,32
494,"transport equation",2,32
495,"point particle",2,32
496,"quantum dot",2,32
497,"momentum dependence",2,32
498,"series expansion",2,32
499,"radiation field",2,32
500,"phase boundary",2,32
501,"simply connected",2,32
502,"briefly reviewed",2,32
503,"chiral symmetry breaking",3,32
504,"numerical techniques",2,32
505,"symmetric phase",2,32
506,"theoretical approach",2,32
507,"strong interactions",2,32
508,"low energy spectrum",3,32
509,"parity violation",2,32
510,"operator product expansion",3,32
511,"flux density",2,32
512,"thermal fluctuations",2,32
513,"stellar evolution",2,32
514,"globular cluster",2,32
515,"white dwarfs",2,32
516,"radio galaxies",2,32
517,"production rates",2,32
518,"heavy quarks",2,32
519,"pi rho",2,32
520,"pure states",2,31
521,"tensor product",2,31
522,"high degree",2,31
523,"explicit solutions",2,31
524,"electroweak theory",2,31
525,"spectral functions",2,31
526,"two regimes",2,31
527,"zero modes",2,31
528,"scalar field",2,31
529,"production rate",2,31
530,"sigma models",2,31
531,"string tension",2,31
532,"standard model mssm",3,31
533,"scalar field theory",3,31
534,"spontaneous breaking",2,31
535,"self gravitating",2,31
536,"cosmic strings",2,31
537,"hopf algebra",2,31
538,"interaction term",2,31
539,"normal state",2,31
540,"structure factor",2,31
541,"large scale structure",3,31
542,"early type",2,31
543,"pion exchange",2,31
544,"excitation energies",2,31
545,"total cross sections",3,31
546,"action principle",2,30
547,"schr odinger",2,30
548,"pure gauge",2,30
549,"single mode",2,30
550,"non negative",2,30
551,"higher dimension",2,30
552,"functional form",2,30
553,"sum rule",2,30
554,"phase shift",2,30
555,"quantum groups",2,30
556,"analytical expressions",2,30
557,"hartree approximation",2,30
558,"hadronic interactions",2,30
559,"2d gravity",2,30
560,"light cone",2,30
561,"numerical data",2,30
562,"gravitational collapse",2,30
563,"riemann surface",2,30
564,"associative algebra",2,30
565,"mirror symmetry",2,30
566,"mass ratios",2,30
567,"algebraic geometry",2,30
568,"dynamical symmetry breaking",3,30
569,"periodic potential",2,30
570,"electroweak symmetry",2,30
571,"charge density",2,30
572,"ground states",2,30
573,"near infrared",2,30
574,"spectral index",2,30
575,"gravitational lensing",2,30
576,"angular distribution",2,30
577,"luminous galaxies",2,30
578,"optical absorption",2,30
579,"neutral current",2,30
580,"total cross section",3,30
581,"deep inelastic",2,30
582,"semileptonic decays",2,30
583,"spin glass",2,30
584,"explicit expression",2,29
585,"chaotic behavior",2,29
586,"lagrangian approach",2,29
587,"coupling strength",2,29
588,"complete solution",2,29
589,"free parameters",2,29
590,"hamiltonian formulation",2,29
591,"fock space",2,29
592,"binary systems",2,29
593,"supersymmetric qcd",2,29
594,"momentum tensor",2,29
595,"interacting particles",2,29
596,"vector like",2,29
597,"short distance",2,29
598,"frequency omega",2,29
599,"massless scalar",2,29
600,"euclidean space",2,29
601,"external magnetic field",3,29
602,"quantum cosmology",2,29
603,"scalar curvature",2,29
604,"hot gas",2,29
605,"topological charge",2,29
606,"mass difference",2,29
607,"strong constraints",2,29
608,"anomalous couplings",2,29
609,"minimally coupled",2,29
610,"strongly correlated",2,29
611,"velocity dispersion",2,29
612,"linear response",2,29
613,"wave vector",2,29
614,"upper limits",2,29
615,"random phase",2,29
616,"spatial distribution",2,29
617,"observational data",2,29
618,"high redshifts",2,29
619,"high temperatures",2,29
620,"magnetic moment",2,29
621,"scaling behaviour",2,29
622,"fermi level",2,29
623,"general arguments",2,28
624,"too small",2,28
625,"short time",2,28
626,"lorentz invariant",2,28
627,"strong correlations",2,28
628,"extended objects",2,28
629,"harmonic potential",2,28
630,"eigenvalue problem",2,28
631,"microscopic approach",2,28
632,"interaction strength",2,28
633,"explicit form",2,28
634,"mass shell",2,28
635,"asymptotic behaviour",2,28
636,"fundamental representation",2,28
637,"spontaneous symmetry breaking",3,28
638,"supersymmetric yang mills theory",4,28
639,"electric fields",2,28
640,"boundary condition",2,28
641,"massive neutrinos",2,28
642,"fine tuning",2,28
643,"full set",2,28
644,"new feature",2,28
645,"spin gap",2,28
646,"compact groups",2,28
647,"asymptotic behavior",2,28
648,"high et",2,28
649,"stability analysis",2,28
650,"left right handed",3,28
651,"parameter alpha",2,28
652,"exponent nu",2,28
653,"ray flux",2,28
654,"confidence level",2,28
655,"high frequency",2,28
656,"solar neutrino oscillations",3,28
657,"alpha emission",2,28
658,"observational constraints",2,28
659,"agrees well",2,28
660,"computer simulations",2,28
661,"pp collisions",2,28
662,"domain wall",2,28
663,"color singlet",2,28
664,"localized states",2,28
665,"scattering off",2,27
666,"class constraints",2,27
667,"giving rise",2,27
668,"constant magnetic field",3,27
669,"physical observables",2,27
670,"binding energy",2,27
671,"many body",2,27
672,"tight binding",2,27
673,"simple analytic",2,27
674,"de sitter",2,27
675,"thermodynamic properties",2,27
676,"yang mills theory",3,27
677,"four fermion",2,27
678,"bps states",2,27
679,"calabi yau",2,27
680,"gauge group",2,27
681,"cp violating",2,27
